제목,인원,참가비,기관명,세부정보,주소,위도,경도
레진공예,30,0원,비쥬공방&네일,레진공예 체험을 통해 자신의 흥미를 파악하기사전 준비자신이 좋아하는 색깔과 디자인 찾아오기주요내용도입참석인원 확인진행강사 소개프로그램 소개안전및유의사항 전달본활동레진공예의 다양성 설명레진공예의 종류및 직업에대해서 흥미유도레진의 사용법및 경화과정유의사항재료선택하기만들기마무리서로의 작품을 공유하여 설명하기궁금한점 질의응답사후활동가족들에게 작품 자랑하기레진공예의 대한 직업과 진로탐색하기사전 준비자신이 좋아하는 컬러와 디자인 생각해오기주요내용도입참석인원확인 하기진행강사 소개프로그램 소개안전및 유의사항본활동레진공예의 대한 다양성 설명레진 공예의 직업및 레진공예의종류 진로탐색및흥미유도레진 공예 작가의 전망레진의 사용법및 경화과정 유의사항레진아트 실습하기마무리궁금 한점 질의응답사후활동레진공예의 대해 상세하게 알아보기레진공예를 통해 직업분야에 대한 이해와 진학및 취업경로찾기사전 준비자신이 좋아하는 컬러와 디자인 찾아오기주요내용도입참석인원 확인진행강사 소개안전및유의사항 전달본활동레진공예의 다양성과 레진공예작가의전망레진공예 유튜브 작가 공유직업관련취업에 대해서 알아보기레진공예실습마무리궁금한점 질의응답사후활동여러가지 제품을 찾아보고 레진공예의 진로찾아보기,경북 영덕군 영덕읍 중앙길 112-1,36.4114559,129.376723
로봇공학자(중학생을 위한 창의융합 미래로봇 체험),60,"14,000원",주식회사 정인에듀,중학교체험목표로봇의 구성 요소 알아보기 로봇 체험과 미션 수행을 통해 하드웨어와 소프트웨어 구성 원리이해사전준비없음주요내용구분학습내용도입체험자 및 진행강사 소개 진행순서 안내프로그램 진행 장소 활용및 활동시안전 및 유의사항 전달도입다양한로봇의활용동영상감상본활동 로봇공학속직업이야기 로봇공학과 관련된다양한직업에 대한 개념 이해 대한민국 로봇공학 성공스토리 재난로봇대회 우승의비하인드 스토리로봇공학관련 직업을 위해 필요한 능력과 어떤 가치를 가지고 일하는지 들려줌 로봇공학속 직업 로봇공학속차산업혁명 핵심역량의탐색 가상현실 콘텐츠 제작을 위해 필요한 미래인재 역량 소개 창의성 협업능력 의사소통능력 비판적 사고력흥미있는로봇제어 실습로봇실습 아두이노 코딩을 통한 로봇제어앱을 활용한 로봇제어 실습플로우차트 프로그래밍 기초로봇작동로봇실습 하드웨어구성과 미션수행미션안내축구로봇 장애물미션대회다양한 물건을 활용한창의적 로봇 구성 로봇산업과 윤리의식 킬러로봇의 활용 로봇 원칙을 통해 살펴보는건강한 직업윤리의식 고취차산업혁명시대미래융합인재의 핵심전략산업 가상현실기술 기반의 신 산업 소개 및 미래산업 발전 방향 안내마무리 사후 만족도 설문조사주변 정리 및 간단한 소감 발표사후활동로봇제어 로봇코딩 동아리활동 과학 공학관련 중점 고등학교 탐색 및 관련 직업 탐색,경북 칠곡군 기산면 칠곡대로 1315,35.9927198,128.3872542
로봇윤리학자 (중학생을 위한 창의융합 미래로봇 체험),200,"14,000원",토라사이언스,로봇의 구성 요소 알아보기 로봇 체험과 미션 수행을 통해 하드웨어와 소프트웨어 구성 원리 이해사전 준비없음주요내용도입 체험자 및 진행강사 소개 진행순서 안내 프로그램 진행 장소 활용 및 활동시 안전 및 유의사항 전달 도입 다양한 로봇의 활용 동영상 감상본활동 로봇공학 속 직업이야기 로봇공학과 관련된 다양한 직업에 대한 개념 이해 대한민국 로봇공학 성공 스토리 재난로봇대회 우승의 비하인드 스토리 로봇공학 관련 직군 임금수준 일의 보람 필요한 역량 및 가치 로봇공학속 차산업혁명 핵심역량의 탐색 가상현실 콘텐츠 제작을 위해 필요한 미래인재 역량 소개 창의성 협업능력 의사소통능력 비판적 사고력 흥미있는 로봇제어 실습 로봇실습 아두이노 코딩을 통한 로봇제어 앱을 활용한 로봇제어 실습 플로우차트 프로그래밍 기초 로봇작동 로봇실습 하드웨어구성과 미션수행 미션안내축구로봇 장애물미션대회 다양한 물건을 활용한 창의적 로봇 구성 로봇산업과 윤리의식 킬러로봇의 활용 로봇 원칙을 통해 살펴보는 건강한 직업윤리의식 고취 차산업혁명 시대 미래 융합인재의 핵심전략산업 가상현실 기술 기반의 신 산업 소개 및 미래산업 발전 방향 안내마무리 사후 만족도 설문조사 주변 정리 및 간단한 소감 발표사후활동로봇제어 로봇코딩 동아리 활동 과학 공학관련 중점 고등학교 탐색 및 관련 직업 탐색,경상북도 김천시 남면 섶밭길 166,36.1084915,128.1878133
리틀 아틀리에(가죽공예),10,무료,칠곡군청소년문화의집,편지봉투 카드지갑 가죽접시만들기 이 가죽이라는 소재를 직접 만져보고 알아보고 우리의 손으로 간단한 제품을 만드는 것에서부터 시작하고자 합니다 가죽 공예의 꽃 새들스티치 자 키링 만들기가죽 공예의 유래를 배울 수 있습니다 머나먼 나라에서 마구용품을 만드는 것에서부터 시작된 가죽 공예에서 가장 기본이자 필수적인 바느질 기술인 새들스티치를 배울 수 있습니다가죽공예 심화 가죽필통 만들기제품의 조립부터 새들스티치 단면 마감 방법 등 앞선 교육보다 조금 더 심화된 과정을 배울 수 있습니다,경상북도 칠곡군 석적읍 포남리 608 칠곡호이영화관및청소년문화의집,36.04915,128.4297
마법의 젤리 만들기 ('책 읽는 두꺼비' 책과 함께),20,무료,카빙앤조이,프로그램 내용책 읽는 두꺼비 그림책에는 나이 많아 마법에 매번 실패하는마녀가 책을 좋아하는 두꺼비의 도움으로 책의 도움으로 마법에 성공하는 이야기가 담겨있다 재미있는 이야기다 책은 재미도 있고 책에는 중요한 정보도 기록되어있는 것을 아이들은자연스럽게 알아간다곤약이라는 재료가 열과 물을 만나 탱탱한 젤리가 되는 과정을 알아간다몸에 좋은 과일들도 함께 넣어 만든다,경북 포항시 북구 중앙로298번길 10,36.039332,129.3677169
"마음챙김 나만의 향수만들기(조향사, 아로마테라피 체험)",30,"30,000원",레위시아 아로마 연구소,조향아로마와 관련된 직업 세계의 특징을 알고 직업에 대한 긍정적인 태도를 형성한다사전 준비향수에 대한 이해를 돕는 자료 찾아보기주요내용도입 참석자 확인 체험처 및 진행강사 소개 진행 프로그램 소개 프로그램이 진행되는 장소에서의 안전 및 유의사향 전달본활동 조향사 소개조향사란 어떤 일을 하는 사람일까요향기는 어떤 곳에 사용될까요 나만의 향수만들기재료 소개하기만드는 방법 소개하기향기를 맡고 기억하는 올팩션 과정 경험하기내가 좋아하는 향들로 향수 만들기 작품 감상 및 결과물 발표마무리 사후 만족도 조사 궁금한 점에 대해 질의응답 및 간단한 소감 발표 수료식 및 기념 촬영사후활동나만의 향수를 만들고 향기에 대한 스토리 작성하기조향사와 아로마테라피에 대한 체험을 하며 흥미와 적성을 파악하고 관심 직업 분야의 직업 정보 및 경로를 탐색한다사전 준비 조향사가 하는 일에 대해 알아보기주요내용도입 참석자 확인 체험처 및 진행강사 소개 진행 프로그램 소개 프로그램이 진행되는 장소에서의 안전 및 유의사향 전달본활동 아로마테라피와 조향사에 대한 소개아로마테라피란 무엇일까요조향사란 무엇일까요조향사가 하는 일은 어떤 것이 있을까요조향사라는 직업의 전망은 어떠할까요 나만의 향수 만들기 작품 감상 및 결과물 발표마무리 사후 만족도 조사 궁금한 점에 대해 질의응답 및 간단한 소감 발표 수료식 및 기념 촬영사후활동프로그램 참여 후 원하는 진로와 관련 있는 진로 경로진학할 고등학교의 선택 등에 대해 알아보기조향에 대한 기초강의를 듣고 관련 직업을 체험하여 조향사와 관련하여 진로목표를 수립하고 이에 대한 진로를 설계 및 준비한다사전 준비 조향사가 하는 일에 대해 생각해보고 조사해보기주요내용도입 참석자 확인 체험처 및 진행강사 소개 진행 프로그램 소개 프로그램이 진행되는 장소에서의 안전 및 유의사향 전달본활동 조향사 소개조향사란 어떤 직업일까요조향사가 하는 일은 어떤 것이 있을까요향기가 우리 일상에 차지하는 비율은 얼마나 될까요조향사의 직업 전망도는 어떠할까요 나만의 향수 만들기향기 올팩션해보기향료를 블렌딩하여 나만의 향수 만들기 작품 감상 및 결과물 발표마무리 사후 만족도 조사 궁금한 점에 대해 질의응답 및 간단한 소감 발표 수료식 및 기념 촬영사후활동내가 만들고 싶은 향기를 더 탐색해보고 조향사라는 직업의 전망에 대해 생각해보기,경북 경주시 상강선길 50,35.8556705,129.2248811
마음치유 공예수업,20,"25,000원",신선한공방,중학교체험목표종이로 꽃을 피워낸다사전준비준비물주요내용구분학습내용도입안전 및 주의사항에 대한 교육본활동종이로 한 잎 한 잎 매만져 글루건으로 붙여가며 꽃을 피워낸다마무리자리 정리 꽃을 피워내면서 느낀 점 이야기해보기사후활동다른 꽃들도 만들어보기 고등학교체험목표종이로 꽃을 피워낸다사전준비종이로 꽃을 피워낸다주요내용구분학습내용도입안전 및 주의사항에 대한 교육본활동종이로 한 잎 한 잎 매만져 글루건으로 붙여가며 꽃을 피워낸다마무리자리 정리 꽃을 피워내면서 느낀 점 이야기해보기사후활동다른 꽃들도 만들어보기,경북 문경시 돈달로 27,36.5945864,128.1914686
말산업에 대한 진로체험,100,"20,000원",대가야기마문화체험장,프로그램 내용말과 관련된 직업 체험프로그램 일정 분 말과 관련된 다양한 직업군 소개와 전망 말문화 역사 분 마사동 견학 말과 교감하기 말종류 말먹이 종류 관련 파생직업군에 대해 알아보기 분 실내외 승마모습 관람 승마지도자 역할 승마효과 미래 전망 분 승마 체험 말 끌어보기,경북 고령군 대가야읍 신남로 61,35.73209,128.25741
매듭공예  /  가죽공예,300,"17,000원",핸즈체험터,,대구 달성군 화원읍 비슬로487길 34,35.8024072,128.4964134
"메디컬(심장의) 돼지심장(의학,의사)",999,"28,000원",교육사회적기업 포인트(경북북부센터),돼지 심장 해부를 통해 순환기관에 대해 알아본다사전 준비멘토 소개 및 교육 관련 직업에 대한 이해주요내용도입참석자 확인진행 프로그램 소개프로그램이 진행되는 장소에서의 안전 및 유의 사항 전달본활동 심장의 순환 구조와 기능 이해 돼지심장 해부 실습 색빨대를 이용하여 혈액흐름 설명마무리관련영상시청사후활동활동소감문 작성하기돼지 심장 해부를 통해 순환기관에 대해 이해보고 심장외과 등 관련 직업에 대해 알아본다사전 준비멘토 소개 및 교육 관련 직업에 대한 이해주요내용도입참석자 확인진행 프로그램 소개프로그램이 진행되는 장소에서의 안전 및 유의 사항 전달본활동 심장의 순환 구조와 기능 이해 돼지심장 해부 실습 색빨대를 이용하여 혈액흐름 설명 해부학과 관련된 직업 학과의 이해마무리관련영상시청사후활동실습에 참여하게 된 동기와 목적 활동내용을 포함한 활동소감문 작성하기,경북 영주시 구성로150번길 19,36.8070556,128.6293459
