학교명,위치,학생수,예산(만원),매칭교과,강좌명,활동목표
계림중학교,경주시,158,1800,국어,문학 속으로,? 다양한 문학 작품 감상을 통해 인간의 삶을 총체적으로 이해하는 능력을 기르고 심미적 정서를 함양한다.
계림중학교,경주시,158,1800,수학,활동수학,? 활동을 통하여 수학적 호기심을 유발하고 탐구능력과 문제해결 능력을 키운다.
계림중학교,경주시,158,1800,수학,체험수학,? 체험을 통하여 수학적 호기심을 유발하고 탐구능력과 문제해결 능력을 키운다.
계림중학교,경주시,158,1800,과학,펀펀 사이언스,흥미있는 실험을 통해 과학적 호기심을 유발하고 탐구 능력과 문제해결 능력을 키운다
계림중학교,경주시,158,1800,영어,쉬운 영어작문,"
1. 교과에서 배운 핵심 문법을 사용하여 자신이나 주변 사람, 일상생활에 관해 짧고 간단한 글을 쓸 수 있다.
2. 영어작문을 통해 의사소통 능력과 협업 능력을 함양할 수 있다."
계림중학교,경주시,158,1800,영어,영어로 세계로,"
1. 다양한 매체를 통해 정보를 습득하고 생각을 표현하는 과정에서 사고력과 미래사회역량을 기른다.
2. 보고서 작성과정을 통해 의사소통 능력과 협업 능력을 함양할 수 있다."
근화여자중학교,경주시,127,1700,국어,나를 만나는 문학산책반,"문학 작품에 대한 다양한 독후 활동과 창작 활동을 통해 문해력과 창의력을 기르고, 서로의 생각을 나누고 토론하는 과정에서 의사소통능력 및 문제해결능력, 존중과 배려의 공동체의식을 기를 수 있음."
근화여자중학교,경주시,127,1700,수학,실험 수학반,"
생활, 자연, 예술, 놀이 속에서 볼 수 있는 수학적 원리를 체험하여 수학의 원리를 이해하고, 수학이 지닌 유용성, 심미성을 느껴본다."
근화여자중학교,경주시,127,1700,사회,다 같이 돌자! 지구 한바퀴,"
1. 의미있는 여행에 필요한 지식, 기능, 가치 및 태도를 익힘으로써 통합적 탐구력과 비판적 사고력, 문제해결 능력 및 의사결정 능력을 기른다. 
2. 국내 및 세계적으로 널리 알려진 지역별 자연환경 및 인문환경 특성과 그곳에서 살아가는 사람들의 다양한 생활모습을 이해하고 존중·배려 그리고 소통과 공감하는 태도를 기른다."
근화여자중학교,경주시,127,1700,과학,과학이 쉬워반,"
1. 일상생활 속에서 관찰할 수 있는 과학의 원리를 탐구하여 과학에 대한 흥미를 유발한다.
2. 교과서로 배우는 과학(Ⅶ. 과학과 나의 미래)을 일상생활 속에 적용해 볼 기회를 가짐으로서 과학의 영속적 이해를 도모한다."
근화여자중학교,경주시,127,1700,기술가정,나.찾.기,"
행복한 학교생활을 돕고, 학생 스스로 돌보아 행복해질 수 있는 여러 가지 활동을 통해 알아보고 실천할 수 있다."
근화여자중학교,경주시,127,1700,미술,생활공예,"
다양한 재료를 이용하여 일상에서 사용하고 있는 물건을 아름다운 작품으로 만들고, 개성있는 작품을 만들어 봄으로써 성취감과 창의력을 향상 시킬 수 있다."
근화여자중학교,경주시,127,1700,인문,통합예술심리,"
1. 자신의 이해도와 자존감을 높인다. 2. 타인을 존중하면서, 자신의 공간을 유지할 수 있다. 3. 감정과 분노를 안전한 방법으로 다룰 수 있다. 4. 다양한 예술활동을 통해 자기표현력을 기른다. 5. 소통기술과 공동체감이 향상된다."
무산중학교,경주시,57,900,국어,우리말 나들이,"? 다양한 매체를 통해 소개하는 말하기와 글쓰기를 할 수 있고, 이를 통해 창의적인 사고력을 함양할 수 있다."
무산중학교,경주시,57,900,국어,독서토론,"
? 다양한 독서 및 독후 활동을 통한 배경지식 확대와 비판적 사고 능력을 함양한다."
무산중학교,경주시,57,900,영어,영어 독서,? 영어 동화책에 대한 관심을 가지고 독서활동에 참가할 수 있다.
무산중학교,경주시,57,900,영어,애니메이션 더빙,? 애니메이션 더빙 활동을 통해 유의미한 맥락 속에서 영어 의사소통 능력을 기를 수 있다.
무산중학교,경주시,57,900,수학,활동 수학,"? 수학적 개념, 원리, 법칙을 이해하고, 수학적 사고력과 의사소통 능력을 기른다. 또한 여러 가지 현상과 문제를 고찰함으로써 합리적이고 창의적으로 해결하며, 바람직한 인성과 태도를 기른다."
무산중학교,경주시,57,900,수학,독서 수학,? 수학과 관련된 2권의 책을 읽고 독후감 및 포스터 만들기 활동을 함으로 수학적 언어 능 및 사고력과 창의력의 증진을 기대할 수 있다.
무산중학교,경주시,57,900,사회,"우리와 다른 기후, 다른 생활 ",? 세계의 기후 지역을 구분하고 각 기후 지역의 특징과 주민생활 모습을 통해 인간과 자연과의 관계를 이해한다.
무산중학교,경주시,57,900,사회,내가 만드는 세계여행,? 세계의 자연 환경과 인문 환경을 탐색하여 다양한 방법으로 자신만의 여행 계획서를 작성하여 창의적 사고력과 문제해결력을 높인다.
무산중학교,경주시,57,900,과학,과학매니아,? 자기주도적 실험을 통해 문제해결력을 기르고 융합적이고 창의적인 사고력을 함양할 수 있다.
무산중학교,경주시,57,900,과학,과학 토론,? 사회의 과학적 이슈를 주제로 선정하여 토론 활동을 통해 문제해결력을 기를 수 있다.
문화중학교,경주시,124,1700,국어,알뜰생국,"
1. 실생활에서 자주 활용되는 국어 활동을 통해 국어에 대한 흥미와 관심 유발 
2. 언어를 효과적으로 사용하는 능력과 태도 함양"
문화중학교,경주시,124,1700,영어,생활에서 배우는 영어,"
1. 생활 속 실용 영어를 찾아보고 발표함으로써 실용적 영어학습이 이루어지도록 한다.
2. 팝송을 통해 영어표현을 자연스럽게 배우며 문장 암기가 이루어지도록 한다.
3. 흥미로운 소재가 많은 유튜브 영어 영상을 통해 실용적 표현을 재미있게 학습한다."
문화중학교,경주시,124,1700,수학,FunFun한 수학교실,"
1. 생활주변, 사회 및 자연현상과 수학을 연관 지어 지도함으로 수학의 필요성과 유용성을 알게 한다.
2. 수학에 대한 흥미와 자신감을 가지고 수학의 가치를 인식하며 학생들의 창의적 사고를 촉진시킨 다."
문화중학교,경주시,124,1700,과학,에코 그린 교실,"
2023 환경일기장과 함께 Green 탐구 일기를 써보면서 환경에 대한 지속적인 관심을 두기 위함"
불국중학교,경주시,54,1000,국어,이야기 상자반,"
 1. 다양한 이야기를 바탕으로 나와 타인에 대한 이해를 넓힐 수 있다.
 2. 다양한 방식으로 이야기를 구성하고 이를 협력적, 능동적으로 표현할 수 있다."
불국중학교,경주시,54,1000,국어,이야기 창작반,"
 1. 자신의 삶과 경험을 바탕으로 하여 독자에게 감동이나 즐거움을 주는 글을 쓸 수 있다.
 2. 이야기를 창작하는 경험을 통해 의사소통 능력을 함양할 수 있다.
 3. 이야기 창작과 관련된 직업을 조사하며 미래직업에 대해 고민할 수 있다."
불국중학교,경주시,54,1000,영어,팝송 영어,"
 1. 익숙한 팝송에서 쓰이는 영어 표현을 익히고 구사할 수 있다.
 2. 다양한 발음을 익히고 구사할 수 있다."
불국중학교,경주시,54,1000,영어,스크린 영어,"
 1. 실제 생활과 가까운 영화의 장면에서 쓰이는 영어 표현을 익히고 구사할 수 있다.
 2. 실제 회화에 가까운 발음을 익히고 구사할 수 있다."
불국중학교,경주시,54,1000,수학,즐기는 수학반,"
수학적 요소가 가미된 퍼즐과 영상, 게임 등을 통해 수학에 대한 흥미를 유발하고 자신감을 고취한다."
불국중학교,경주시,54,1000,수학,수학탐구반,"
교과수업에서 익히 수학적 내용을 바탕으로 다양한 놀이와 체험활동을 통하여 수학과 친해질 수 있는 기회를 갖는다."
불국중학교,경주시,54,1000,과학,과학탐구반,"
1. 과학 실험 결과를 기사글로 작성하여 창의력 및 과학적 탐구 능력을 향상시킨다.
2. 주변 환경에서 볼 수 있는 현상과 과학 원리를 접목하여 과학적 사고력을 기른다."
불국중학교,경주시,54,1000,과학,과학영상반,"
1. 과학 실험 결과를 동영상으로 정리하여 창의력 및 과학적 탐구 능력을 향상시킨다.
2. 주변 환경에서 볼 수 있는 현상과 과학 원리를 접목하여 과학적 사고력을 기른다."
산내중학교,경주시,,2500,국어,자서전 쓰기,"
 자신의 삶과 경험을 바탕으로 하여 감동과 즐거움을 주는 자서전을 쓸 수 있다."
산내중학교,경주시,,2500,영어,영어반,"
 1. 친숙한 영화 일부분을 감상한 후 일상생활 관련 대상이나 친숙한 일반적 주제에 관한 말이나 대화를 듣고 세부 정보를 파악할 수 있다.
 2. 일상생활에 유용한 영어표현을 학습한 후 일상생활에 관한 자신의 의견이나 감정을 표현할 수 있다."
산내중학교,경주시,,2500,수학,수학탐구반,"
1. 수학적 사고 과정으로 실생활 중심 수학 학습을 실현한다.
2. 쉽고 재미있는 생활 속 수학 체험을 통해 수학적 개념을 명확하게 이해한다."
산내중학교,경주시,,2500,과학,과학의 눈으로 세상 보기’반,"
 교과서 이론으로만 배우는 딱딱한 과학에서 벗어나 친근한 일상생활 속에 숨어 있는 과학 원리를 배움으로써 과학에 대한 흥미와 접근성을 높인다."
산내중학교,경주시,,2500,사회,"살기 좋은 마을, 지속 가능한 마을 “산내”","
1. 수많은 이야기와 청정한 자연환경이 살아 숨 쉬고 있는 산내 마을 탐방을 통해 산내 지역 역사와 문화 및 삶의 지혜를 배울 수 있다. 
2. 산내 곳곳의 다양한 문화들을 조사하고 보고서를 작성하여 주변 친구들에게 소개하는 활동을 통해 서로를 존중하는 태도와 의사소통 능력을 신장한다."
산내중학교,경주시,,2500,기술가정,발명품 만들기,"
? 다양한 재료로 여러 작품을 만들어 봄으로써 기술과 관련된 문제를 이해하고 다양한 해결책을 탐색하여 창의적인 아이디어를 구현한 해결책을 찾아내며 실생활에서 기술활용능력을 키울 수 있다."
서라벌여자중학교,경주시,178,1800,국어,동화책 만들기,"
 1. 동화의 특성을 이해함으로써 문학적 감수성을 기를 수 있다. 
 2. 한 편의 동화를 창작하고 발표해 봄으로써 창의력과 의사소통 능력을 함양할 수 있다."
서라벌여자중학교,경주시,178,1800,국어,시로 놀다,"
 1. 시 공부의 즐거움을 알고 다양한 시를 감상할 수 있다.
 2. 시를 다양한 형태로 바꾸어 표현하고 감상할 수 있다."
서라벌여자중학교,경주시,178,1800,수학,즐기는 체험 수학반,"
실생활에 적용되는 수학 원리를 탐구하고 활동함으로써 수학의 유용성을 느끼게 한다."
서라벌여자중학교,경주시,178,1800,수학,꿈을 키우는 수학반,"
1. 여러 가지 수학 활동을 통해 수학에 흥미를 갖게 한다.
2. 실생활에 적용되는 수학 원리를 탐구하고 활동함으로써 수학의 유용성을 느끼게 한다."
서라벌여자중학교,경주시,178,1800,사회,사회적보드게임반,"
 1. 사회 현상에 대한 이해를 높이고, 사회 보드게임 제작을 통하여 사회현상의 정의, 사례 등의 
 내용을 조직화 하고 표현할수 있다. 
 2. 사회 보드게임 제작 과정을 통해 의사소통 능력과 협업 능력을 함양할 수 있다."
서라벌여자중학교,경주시,178,1800,사회,세계문화탐방,"
 세계 각 지역의 기후·지형·문화를 조사하여 나만의 세계 문화 탐방 지도를 완성할 수 있다."
서라벌여자중학교,경주시,178,1800,과학,과학이랑 놀자,"
생활 속에서 접하는 여러 가지 현상들을 과학적으로 탐구하고 그 원리를 설명할 수 있다."
서라벌여자중학교,경주시,178,1800,과학,생물 세밀화반,"
생물 종의 모습을 과학적인 눈으로 관찰하여 그 특징을 정확하게 그리는 세밀화로 표현함으로써 생물의 모습과 주요 기관의 구조를 정확히 이해하고 종의 특징과 생물의 다양성을 이해할 수 있다."
